data_osservazione,temperatura_media,precipitazioni,umidita,velocita_vento,stazione_meteorologica
2022-01-01,-0.6978344850296093,1.1214566825660566,0.32410951752337147,0.9852876109711798,Stazione Napoli
2022-01-02,1.6589867808989958,-0.08342648852845663,-0.4379258928382269,-0.8824115015946866,Stazione Roma
2022-01-03,-0.8575740204343815,1.277263230997924,1.2537656681979308,0.4290364888577096,Stazione Milano
2022-01-04,-1.3439269683904416,1.397792791217477,-0.6760682721814313,-1.5890304916697988,Stazione Milano
2022-01-05,1.519843542434662,-0.8083942961650833,0.24101096457806168,1.2625201406181867,Stazione Milano
2022-01-06,-0.9117955532421188,0.34109103240994687,-0.2811354727879769,-1.0171087741452431,Stazione Roma
2022-01-07,0.6347182070925689,0.06411052410306249,1.2839795562485048,-1.6606942484638132,Stazione Roma
2022-01-08,-1.5050680539534056,0.10298072725238787,-0.882047642018152,-0.616381655059463,Stazione Milano
2022-01-09,0.7734622399012975,1.4704718950600602,-1.49152017854965,1.5654660993227296,Stazione Napoli
2022-01-10,1.2852224746766474,-0.6933151411200469,0.8398554501738709,-0.7522799194314204,Stazione Napoli
2022-01-11,-0.7795724047499458,1.627060758395457,-0.3287295541244189,0.09630802751234942,Stazione Milano
2022-01-12,-0.4182488214312277,1.348912159900392,0.28452772226285,-0.24278592487273068,Stazione Milano
2022-01-13,-0.43438235906459016,-0.16805232306776466,-1.6739398910874297,-0.640826797421037,Stazione Roma
2022-01-14,0.834730541004134,1.0592165523701897,1.5479624616119765,1.5896572611147182,Stazione Roma
2022-01-15,-0.8969285313010649,0.8936116529111953,1.2887005434466887,1.102207090365912,Stazione Torino
2022-01-16,-1.1204399487120422,0.5817672966924202,0.40554056823737444,1.006796178106625,Stazione Roma
2022-01-17,-0.1802308853862003,-0.6432118238318598,-1.7065149100893424,0.1760295368899862,Stazione Torino
2022-01-18,-0.6710210954594537,-1.065322691743364,-0.4502665575157988,1.2285689655111478,Stazione Milano
2022-01-19,1.1410892371950752,0.5599839286307794,1.6408437303951884,-0.062407850580531714,Stazione Milano
2022-01-20,-0.8971502207824719,1.1465243024714307,0.6055344510670895,-0.03858861269938366,Stazione Napoli
2022-01-21,-0.00028818765116196525,-1.6818069973310683,-1.2054795533561566,0.062117224232508254,Stazione Torino
2022-01-22,1.4914818733747137,0.46171384014971734,-0.16271273437135922,-0.8428374221846291,Stazione Roma
2022-01-23,0.44571782145251526,-0.22227701690971316,1.5988739802115528,1.5766157678995345,Stazione Napoli
2022-01-24,1.2363180400579818,1.3350788952628183,0.09522666248100087,-0.7658915331347557,Stazione Napoli
2022-01-25,1.483436949469726,-0.6376044241714693,-1.6801169654987325,-0.9793597491343751,Stazione Torino
2022-01-26,0.8414290381067722,-0.11515482965103759,0.3912853791688665,-0.8187339559634753,Stazione Napoli
2022-01-27,0.6679523690046438,0.02368310283386975,-0.8218367308808534,1.2021121131339472,Stazione Torino
2022-01-28,1.5774985980198453,-1.2569460923259952,-1.4217599240882393,1.030162452341668,Stazione Torino
2022-01-29,1.6670846931343726,0.7014982718358926,-0.36349265684917137,-0.17275757388214458,Stazione Roma
2022-01-30,-0.1716568754531722,1.1037704114919948,0.1781127602125672,-1.6289387741613264,Stazione Milano
2022-01-31,-1.4626614375560045,-1.5392940823028176,-1.7064770571923984,1.7601095228812045,Stazione Roma
2022-02-01,-0.7105842855016886,-0.7405265484470822,0.17993549875279602,-1.2105749982194995,Stazione Torino
